"journal-article-10.2307_41158504-ngram1.txt","Publications in American Studies from German-Speaking Countries, 2009"
"journal-article-10.2307_41157457-ngram1.txt","\"Picking up the gun\": Die Black Panther Party zwischen gewaltsamer Revolution und sozialer Reform, 1966-1984"
"journal-article-10.2307_41158387-ngram1.txt","Was war mit Amerika los? Die politische Landschaft der USA in der Ära George W. Bush"
"journal-article-10.2307_41158115-ngram1.txt","Theorizing American Studies: German Interventions into an Ongoing Debate"
"journal-article-10.2307_41157367-ngram1.txt","Kommunikatoren im Kalten Krieg: Die Pugwash-Konferenzen, die Amerikanisch-Sowjetische Studiengruppe zur Rüstungskontrolle und die Grundlegung des ABM-Vertrages"
"journal-article-10.2307_41158386-ngram1.txt","\"Another Failed Presidency?\" Eine vorläufige Einschätzung der Präsidentschaft von George W. Bush"
"journal-article-10.2307_41158262-ngram1.txt","“The Ward is a Factory”: Macht und Normalisierung in Ken Keseys \"One Flew Over the Cuckoo's Nest\""
"journal-article-10.2307_41157435-ngram1.txt","\"The final banal idiocy of the reversed baseball cap\": Transatlantische Widersprüche in der Amerikanisierungsdebatte"
"journal-article-10.2307_41158442-ngram1.txt","Publications in American Studies from German-Speaking Countries, 2008"
"journal-article-10.2307_41157949-ngram1.txt","Amerika als Argument: Die Wahrnehmungen des New Deal am Anfang des 'Dritten Reichs'"
"journal-article-10.2307_23509451-ngram1.txt","Publications in American Studies from German-Speaking Countries, 2011"
"journal-article-10.2307_43485893-ngram1.txt","Publications in American Studies from German-Speaking Countries, 2012"
"journal-article-10.2307_23317679-ngram1.txt","Forging Music into Ideology: Charles Seeger and the Politics of Cultural Pluralism in American Domestic and Foreign Policy"
"journal-article-10.2307_41158163-ngram1.txt","Publications in American Studies from German-Speaking Countries, 2004"
"journal-article-10.2307_43486811-ngram1.txt","Publications in American Studies from German-Speaking Countries, 2013"
"journal-article-10.2307_41158231-ngram1.txt","Publications in American Studies from German-Speaking Countries, 2005"
"journal-article-10.2307_23317711-ngram1.txt","Publications in American Studies from German-Speaking Countries, 2010"
"journal-article-10.2307_41157822-ngram1.txt","50 Jahre Deutsche Gesellschaft für Amerikastudien"
"journal-article-10.2307_41157948-ngram1.txt","\"The Art of Killing by Electricity\": Das Erhabene und der Elektrische Stuhl"
"journal-article-10.2307_41158382-ngram1.txt","Publications in American Studies from German-Speaking Countries, 2007"
"journal-article-10.2307_41157785-ngram1.txt","Publications in American Studies from German-Speaking Countries, 2001"
"journal-article-10.2307_41157369-ngram1.txt","Die Wiederwahl Clintons als Ergebnis kollektiver Phantasien in der US-amerikanischen Öffentlichkeit"
"journal-article-10.2307_41158071-ngram1.txt","Die \"National Advisory Commission on Civil Disorders\" und der Diskurs um Gewalt in den USA, 1968"
"journal-article-10.2307_41157773-ngram1.txt","Jenseits der Stille: Friedrich Wilhelm Murnaus \"TABU\" zwischen Hollywood und Südsee, Moderne und Primitivismus und dem Ende des Stummfilm-Kinos"
"journal-article-10.2307_41157621-ngram1.txt","Publications in American Studies from German-Speaking Countries, 1999"
"journal-article-10.2307_41158313-ngram1.txt","Publications in American Studies from German-Speaking Countries, 2006"
"journal-article-10.2307_41158391-ngram1.txt","“A More Compassionate America?”—Die Sozial- und Bildungspolitik der Bush-Administration"
"journal-article-10.2307_41157270-ngram1.txt","Auf der Suche nach Hawthorne: Die Buchproduktion Teil II: 1989-1994"
"journal-article-10.2307_41157368-ngram1.txt","Die Auslandshilfe für Israel im amerikanischen Kongreß"
"journal-article-10.2307_41157892-ngram1.txt","\"Making it strange\": Bewusstsein, Erfahrung und Sprache bei Gertrude Stein und Lyn Hejinian"
"journal-article-10.2307_41157431-ngram1.txt","Publications in American Studies from German-Speaking Countries, 1997"
"journal-article-10.2307_41157695-ngram1.txt","Publications in American Studies from German-Speaking Countries, 2000"
"journal-article-10.2307_41157993-ngram1.txt","Publications in American Studies from German-Speaking Countries, 1998"
"journal-article-10.2307_41157943-ngram1.txt","Publications in American Studies from German-Speaking Countries, 2003"
"journal-article-10.2307_23509546-ngram1.txt","Artifizielle Lichträume in Edgar Allan Poes \"The Man of the Crowd\""
"journal-article-10.2307_41158214-ngram1.txt","Jerusalemvorstellungen in radikalpietistischen und radikalpuritanischen Siedlungen Nordamerikas"
"journal-article-10.2307_41157947-ngram1.txt","\"Neger\", \"Miterlöste\", \"Nebenmenschen\": Heinrich Melchior Mühlenberg über die afro-amerikanische Ethnie und die Sklaverei"
"journal-article-10.2307_41157437-ngram1.txt","“... ist daß nicht reiner Sclavenhandel?” Die illegale Rekrutierung deutscher Auswanderer für die Unionsarmee im amerikanischen Bürgerkrieg"
"journal-article-10.2307_41158393-ngram1.txt","Mehr als Alibisuche? Kontinuität und Wandel in der US-Klimaschutzpolitik"
"journal-article-10.2307_41158392-ngram1.txt","Die Bush-Administration und die Reform von Corporate Governance"
"journal-article-10.2307_41158074-ngram1.txt","\"With Grace and Dignity\": Gary Gilmore, Todesstrafe und Männlichkeit in den USA der 1970er Jahre"
"journal-article-10.2307_41158116-ngram1.txt","The Unknown Republic: American History at German Universities"
"journal-article-10.2307_41157345-ngram1.txt","Publications in American Studies from German-Speaking Countries, 1996"
"journal-article-10.2307_41158390-ngram1.txt","Gescheiterte Eindämmung: Die Nonproliferationspolitik der Bush-Administration gegenüber der aufstrebenden Atommacht Iran"
"journal-article-10.2307_41157665-ngram1.txt","Crime, Guilt, and Subjectivity in \"Film Noir\""
"journal-article-10.2307_41157702-ngram1.txt","Nazi Propaganda and the Uses of the Past: Heinz Kloss and the Making of a \"German America\""
"journal-article-10.2307_41158720-ngram1.txt","\"Black Renaissance\": A Brief History of the Concept"
"journal-article-10.2307_41157631-ngram1.txt","\"Queens\" und \"Kings\", oder: \"Performing Power\""
"journal-article-10.2307_41157931-ngram1.txt","Deleuze und die American Studies"
"journal-article-10.2307_23317702-ngram1.txt","Pragmatismus und die Hoffnung auf Solidarität"
"journal-article-10.2307_41157837-ngram1.txt","Publications in American Studies from German-Speaking Countries, 2002"
"journal-article-10.2307_41158114-ngram1.txt","From the \"Jahrbuch für Amerikastudien\" to the Quarterly \"Amerikastudien / American Studies\"—1956-2005"
"journal-article-10.2307_41158096-ngram1.txt","A Surrogate for War—The U.S. Space Program in the 1960s"
"journal-article-10.2307_41158389-ngram1.txt","Wolfowitz' Weltbild verstehen: Entwicklung und Profil eines‘demokratischen Realisten’ vom Wohlstetter-Schüler zum Weltbank-Präsidenten"
"journal-article-10.2307_41157956-ngram1.txt","An American Dilemma Revisited: Gibt es eine (echte) Krise des Liberalismus? Der Versuch einer Anamnese"
"journal-article-10.2307_41157792-ngram1.txt","The Threat of De-Provincializing U.S. History in World War Two: Allan Nevins and the \"New York Times\" to the Rescue"
"journal-article-10.2307_41158260-ngram1.txt","Vom Askari zum New Negro: Alain Locke und Walter von Ruckteschell"
"journal-article-10.2307_23509427-ngram1.txt","Introduction: American Comic Books and Graphic Novels"
"journal-article-10.2307_41157269-ngram1.txt","\"The point where the death comes in\": Perspektivik und Blendung in James' \"The Ambassadors\""
"journal-article-10.2307_41158427-ngram1.txt","Die Etablierung verfassungsgerichtlicher Streitschlichtung: \"Marbury v. Madison\" als richterliche Selbstautorisierung und sanfte Revolution"
"journal-article-10.2307_41157643-ngram1.txt","Global Aspects of American Pragmatist Thinking: William James and Kitarô Nishida on the Purity of Pure Experience"
"journal-article-10.2307_41157894-ngram1.txt","Wanting Lovers Rather than Knowers—Richard Rorty's Neopragmatism"
"journal-article-10.2307_41158450-ngram1.txt","'Transnations' among 'Transnations'? The Debate on Transnational History in the United States and Germany"
"journal-article-10.2307_43486809-ngram1.txt","Amerikastudien als \"kooperatives Experiment\": 60 Jahre Deutsche Gesellschaft für Amerikastudien"
"journal-article-10.2307_41157476-ngram1.txt","America Incorporated: Kannibalismus als Utopie im frühen Amerikabild"
"journal-article-10.2307_41158508-ngram1.txt","Why \"9/11 is [not] unique,\" or: Troping Trauma"
"journal-article-10.2307_41158388-ngram1.txt","\"Lessons to Be Learned\": Die Bush-Doktrin, der Irakkrieg und die präventive Weltordnungspolitik der USA"
"journal-article-10.2307_41158446-ngram1.txt","Writing about the (American) Past, Thinking of the (German) Present: The History of U.S. Foreign Relations in Germany"
"journal-article-10.2307_23317700-ngram1.txt","Singing \"Hail Columbia\" in German and English: Carl Schurz's Sequential Bilingualism"
"journal-article-10.2307_41157704-ngram1.txt","Transculturations: American Studies in a Globalizing World—the Globalizing World in American Studies"
"journal-article-10.2307_41157664-ngram1.txt","Class Confusions: American Media Discourse about Class"
"journal-article-10.2307_41157628-ngram1.txt","Looking for Harlem: (Re)Konstruktionen Harlems als \"queer Mecca\", 1925-1995"
"journal-article-10.2307_41158182-ngram1.txt","Consuming Illusion, Illusions of Consumability: American Movie Palaces of the 1920s"
"journal-article-10.2307_43485845-ngram1.txt","\"Freedom, Equality, Beauty for Everyone\"—Notes on Fantasizing the Modern Body"
"journal-article-10.2307_41157700-ngram1.txt","W.E.B. Du Bois, Felix von Luschan, and Racial Reform at the Fin de Siècle"
"journal-article-10.2307_41158465-ngram1.txt","The City as Liminal Space: Urban Visuality and Aesthetic Experience in Postmodern U.S. Literature and Cinema"
"journal-article-10.2307_41157436-ngram1.txt","Anton E. Schönbach und die USA: Ein Kapitel aus der Frühgeschichte der Amerikanistik"
"journal-article-10.2307_41157602-ngram1.txt","Time and the African-American Experience: The Problem of Chronocentrism"
"journal-article-10.2307_41157663-ngram1.txt","Why Is American Popular Culture so Popular? A View from Europe"
"journal-article-10.2307_41157439-ngram1.txt","Space—the Last Cold War Frontier?"
"journal-article-10.2307_41158119-ngram1.txt","American Studies and EFL-Teaching in Germany: A Troubled Relationship"
"journal-article-10.2307_23317678-ngram1.txt","Die Lincoln-Rezeption in Deutschland"
"journal-article-10.2307_41157937-ngram1.txt","Kapital, Kultur und Konflikt—Neuere Forschungen zur Sozialgeschichte von Bourgeoisie und \"middle class\" in den USA"
"journal-article-10.2307_41157434-ngram1.txt","Toward a Dialogics of International American Culture Studies: Transnationality, Border Discourses, and Public Culture(s)"
